0,43.214207
1,75.231125
2,14.90736
3,40.886265
4,55.414303
5,39.605095
6,8.3901825
7,81.735176
8,40.345562
9,91.44651
10,49.931007
11,33.005505
12,85.94197
13,23.068672
14,17.927021
15,31.325418
16,38.604057
17,41.514355
18,18.650616
19,2.9112756
20,47.3032
21,66.54879
22,46.575935
23,63.300632
24,92.23246
25,84.4827
26,70.80985
27,25.712568
28,66.2281
29,90.75969
30,14.526451
31,38.474636
32,44.642025
33,41.955048
34,65.706085
35,25.71125
36,66.63245
37,96.42554
38,76.69176
39,54.782307
40,48.679638
41,91.09203
42,52.974075
43,19.593699
44,76.81153
45,13.810766
46,63.144367
47,39.48692
48,46.38761
49,40.88918
50,1.1167347
51,90.37855
52,82.749245
53,17.235828
54,16.580158
55,27.400196
56,29.572552
57,32.419807
58,82.331055
59,28.53719
60,7.8921676
61,54.88655
62,58.845276
63,96.54154
64,52.597553
65,14.376741
66,32.430984
67,44.379353
68,26.398325
69,0.18233657
70,67.87642
71,58.151035
72,97.034515
73,71.51593
74,18.048073
75,64.09702
76,71.65599
77,52.550526
78,48.84668
79,14.084238
80,94.16112
81,25.499743
82,59.794647
83,70.78563
84,84.77742
85,2.6611805
86,38.87557
87,1.3549566
88,95.75958
89,85.157
90,79.702965
91,41.31227
92,58.808125
93,30.00877
94,93.35293
95,40.955536
96,46.272015
97,96.32165
98,64.007996
99,60.076534
100,73.551994
101,19.183975
102,63.743298
103,96.072495
104,50.089844
105,30.18129
106,58.22019
107,61.510147
108,83.19809
109,65.26119
110,91.67834
111,23.428493
112,46.60243
113,53.461266
114,40.438496
115,64.58763
116,14.344817
117,88.43401
118,12.211466
119,70.72011
120,2.6026607
121,43.789856
122,50.982952
123,14.670837
124,55.552597
125,93.363365
126,80.30031
127,32.983963
128,6.744945
129,49.234253
130,91.67989
131,40.685898
132,71.215996
133,89.65955
134,8.898878
135,31.21224
136,3.973651
137,42.2668
138,46.5119
139,68.932236
140,52.331745
141,36.502064
142,34.48289
143,17.6516
144,39.18789
145,85.315445
146,16.848295
147,8.748656
148,24.649107
149,86.60738
150,6.397933
151,43.95822
152,88.88082
153,7.5718107
154,9.101194
155,39.81266
156,70.72404
157,82.587685
158,30.111671
159,50.744564
160,47.089756
161,90.874954
162,60.405773
163,86.02466
164,86.55912
165,2.1998346
166,81.26776
167,50.04193
168,97.71564
169,76.25822
170,38.802402
171,56.72974
172,85.79601
173,58.066566
174,47.38033
175,75.81625
176,49.118298
177,32.14138
178,8.40227
179,72.455284
180,84.8376
181,32.15829
182,47.07449
183,71.91253
184,28.866594
185,70.16956
186,7.1469364
187,69.393555
188,50.812
189,65.65651
190,22.969717
191,71.667015
192,36.61998
193,55.34508
194,45.026237
195,94.53418
196,70.9509
197,30.776382
198,3.6192238
199,98.9142
200,31.340958
201,33.367878
202,93.99769
203,61.652195
204,6.7396584
205,82.70842
206,82.35998
207,86.22905
208,85.38537
209,89.9947
210,7.3548317
211,37.28321
212,29.106998
213,27.045948
214,66.49443
215,62.983276
216,72.49019
217,64.746765
218,75.92036
219,65.36778
220,91.957
221,40.89735
222,8.916301
223,13.15763
224,69.276085
225,64.44009
226,1.1941612
227,19.423162
228,90.50654
229,54.338882
230,46.109303
231,40.84056
232,40.604813
233,60.782402
234,41.46525
235,91.90121
236,68.17634
237,32.945995
238,31.38904
239,9.9567175
240,47.978943
241,10.674733
242,65.9002
243,91.81699
244,81.19374
245,1.8481016
246,70.32472
247,44.00727
248,67.144295
249,7.875699
250,33.750065
251,23.783571
252,3.6010444
253,17.083805
254,36.46874
255,81.46714
256,26.152956
257,60.330784
258,1.0711372
259,64.26399
260,57.022713
261,20.990545
262,69.83853
263,82.97251
264,78.367516
265,88.738495
266,45.73436
267,34.15255
268,79.33045
269,14.944762
270,38.036705
271,77.545456
272,6.2347293
273,58.819866
274,93.001595
275,90.722916
276,4.254997
277,44.975555
278,70.46157
279,16.840517
280,11.129534
281,92.277214
282,18.576252
283,26.53178
284,10.028786
285,23.607075
286,59.75179
287,78.761604
288,82.16798
289,49.572746
290,3.7894845
291,68.04214
292,9.303742
293,4.741633
294,61.425316
295,24.785751
296,52.61024
297,41.42688
298,18.462063
299,12.531376
300,94.87358
301,87.477806
302,12.613953
303,68.943474
304,46.32271
305,5.33101
306,10.986084
307,28.275024
308,26.140266
309,49.46472
310,33.861576
311,60.64397
312,88.7405
313,78.38869
314,92.299446
315,70.0477
316,39.799267
317,0.7256031
318,74.14525
319,18.396496
320,6.869757
321,8.443856
322,10.679918
323,29.658716
324,94.87859
325,4.8411427
326,8.594936
327,76.96747
328,71.09144
329,71.724335
330,27.66471
331,49.540565
332,17.051565
333,35.964615
334,0.8289337
335,26.626509
336,37.8762
337,7.1231723
338,21.905106
339,76.33422
340,90.0536
341,27.348364
342,97.38858
343,29.87244
344,36.992466
345,34.760105
346,67.39487
347,20.965935
348,53.0683
349,19.89283
350,30.447138
351,98.393814
352,9.387457
353,99.60993
354,55.264835
355,21.886223
356,2.1083891
357,37.686592
358,66.78413
359,1.0068357
